Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
Sub-Saharan Africa,SSF,1988,312449000000.0,648.7809498
Small states,SST,1988,62037578142.0,2564.528505
Sao Tome and Principe,STP,1988,,
Suriname,SUR,1988,1161000000.0,2985.519843
Slovak Republic,SVK,1988,,
Slovenia,SVN,1988,,
Sweden,SWE,1988,206987000000.0,24534.69382
Eswatini,SWZ,1988,692016714.3,894.3395802
Sint Maarten (Dutch part),SXM,1988,,
Seychelles,SYC,1988,283828769.0,4128.118232
Syrian Arab Republic,SYR,1988,16574342984.0,1414.306039
Turks and Caicos Islands,TCA,1988,,
Chad,TCD,1988,1482597299.0,265.2409713
East Asia & Pacific (IDA & IBRD countries),TEA,1988,574763000000.0,374.7266088
Europe & Central Asia (IDA & IBRD countries),TEC,1988,988740000000.0,2346.226521
Togo,TGO,1988,1378847487.0,385.4254188
Thailand,THA,1988,61667199835.0,1123.437643
Tajikistan,TJK,1988,,
Turkmenistan,TKM,1988,3010033445.0,861.513019
Latin America & the Caribbean (IDA & IBRD countries),TLA,1988,788572000000.0,1919.782729
Timor-Leste,TLS,1988,,
Middle East & North Africa (IDA & IBRD countries),TMN,1988,355278000000.0,1672.236151
Tonga,TON,1988,106657267.4,1127.550611
South Asia (IDA & IBRD),TSA,1988,374790000000.0,345.6573611
Sub-Saharan Africa (IDA & IBRD countries),TSS,1988,312449000000.0,648.7809498
Trinidad and Tobago,TTO,1988,4496852073.0,3734.461714
Tunisia,TUN,1988,10096292842.0,1281.201295
Turkiye,TUR,1988,90852814005.0,1745.364927
Tuvalu,TUV,1988,,
Tanzania,TZA,1988,5100405772.0,221.58815
Uganda,UGA,1988,6508931652.0,402.2793423
Ukraine,UKR,1988,74703517903.0,1449.962524
Upper middle income,UMC,1988,2052570000000.0,1097.592695
Uruguay,URY,1988,8213515459.0,2676.533381
United States,USA,1988,5236440000000.0,21417.01193
Uzbekistan,UZB,1988,,
St. Vincent and the Grenadines,VCT,1988,200726712.6,1884.174036
"Venezuela, RB",VEN,1988,60226413793.0,3220.861914
British Virgin Islands,VGB,1988,,
Virgin Islands (U.S.),VIR,1988,,
Vietnam,VNM,1988,25423812649.0,390.4122234
Vanuatu,VUT,1988,158351368.4,1136.609999
World,WLD,1988,19338000000000.0,3790.807087
Samoa,WSM,1988,133016065.4,824.2975133
Kosovo,XKX,1988,,
"Yemen, Rep.",YEM,1988,,
South Africa,ZAF,1988,103977000000.0,2962.227177
Zambia,ZMB,1988,3713614458.0,488.744735
Zimbabwe,ZWE,1988,7814784100.0,793.4492583
Aruba,ABW,1989,695530726.3,11395.97802
Africa Eastern and Southern,AFE,1989,217539000000.0,734.8665061
Afghanistan,AFG,1989,,
Africa Western and Central,AFW,1989,101769000000.0,510.4191121
Angola,AGO,1989,10201099039.0,890.5535922
Albania,ALB,1989,2253090000.0,697.9955966
Andorra,AND,1989,795449332.4,15165.28126
Arab World,ARB,1989,455825000000.0,2122.543407
United Arab Emirates,ARE,1989,41464995914.0,24028.2625
Argentina,ARG,1989,76636898036.0,2383.867471
Armenia,ARM,1989,,
American Samoa,ASM,1989,,
Antigua and Barbuda,ATG,1989,438794788.5,7076.536335
Australia,AUS,1989,299768000000.0,17828.04823
Austria,AUT,1989,133106000000.0,17468.94614
Azerbaijan,AZE,1989,,
Burundi,BDI,1989,1113924130.0,209.8944126
Belgium,BEL,1989,164221000000.0,16525.06174
Benin,BEN,1989,1502294411.0,311.6780452
Burkina Faso,BFA,1989,2615587726.0,304.8535209
Bangladesh,BGD,1989,28781714764.0,285.8292169
Bulgaria,BGR,1989,21988444444.0,2477.020818
Bahrain,BHR,1989,3863563830.0,8031.00482
"Bahamas, The",BHS,1989,3062000000.0,12163.43977
Bosnia and Herzegovina,BIH,1989,,
Belarus,BLR,1989,,
Belize,BLZ,1989,369133890.7,2011.946797
Bermuda,BMU,1989,1501500032.0,25517.92172
Bolivia,BOL,1989,4715978694.0,701.6659126
Brazil,BRA,1989,347028000000.0,2371.572196
Barbados,BRB,1989,2006165167.0,7717.177449
Brunei Darussalam,BRN,1989,2985467979.0,11872.72517
Bhutan,BTN,1989,264725207.0,506.9683935
Botswana,BWA,1989,3083800685.0,2477.975358
Central African Republic,CAF,1989,1233930277.0,449.3988958
Canada,CAN,1989,565056000000.0,20715.63148
Central Europe and the Baltics,CEB,1989,,
Switzerland,CHE,1989,208281000000.0,31334.97908
Channel Islands,CHI,1989,,
Chile,CHL,1989,29885685143.0,2288.554941
China,CHN,1989,347768000000.0,310.8819124
Cote d'Ivoire,CIV,1989,9757410614.0,848.2895443
Cameroon,CMR,1989,11012566161.0,963.8326781
"Congo, Dem. Rep.",COD,1989,9021862775.0,269.5928759
"Congo, Rep.",COG,1989,2389593022.0,1042.052007
Colombia,COL,1989,39540080200.0,1218.21101
Comoros,COM,1989,341476764.0,854.4652011
Cabo Verde,CPV,1989,267448513.1,807.5623924
Costa Rica,CRI,1989,5251025767.0,1727.870961
Caribbean small states,CSS,1989,16872897191.0,2827.688623
Cuba,CUB,1989,27023468666.0,2572.691695
Curacao,CUW,1989,,
Cayman Islands,CYM,1989,,
Cyprus,CYP,1989,4563482604.0,8038.914063
Czech Republic,CZE,1989,,
Germany,DEU,1989,1398970000000.0,17764.37645
Djibouti,DJI,1989,409220087.1,725.754116
Dominica,DMA,1989,185137243.0,2617.816846
Denmark,DNK,1989,112409000000.0,21901.05475
Dominican Republic,DOM,1989,6686593060.0,955.5173748
Algeria,DZA,1989,55634414465.0,2215.963873
East Asia & Pacific (excluding high income),EAP,1989,622527000000.0,394.0840342
Early-demographic dividend,EAR,1989,1581990000000.0,798.1156986
East Asia & Pacific,EAS,1989,4535230000000.0,2526.434835
Europe & Central Asia (excluding high income),ECA,1989,834088000000.0,2323.913657
Europe & Central Asia,ECS,1989,7242830000000.0,8648.791687
Ecuador,ECU,1989,13890828708.0,1390.213114
"Egypt, Arab Rep.",EGY,1989,39756299050.0,725.6298025
Euro area,EMU,1989,4672690000000.0,15081.09055
Eritrea,ERI,1989,,
Spain,ESP,1989,414757000000.0,10681.9712
Estonia,EST,1989,,
Ethiopia,ETH,1989,11476584879.0,248.0227457
European Union,EUU,1989,5193670000000.0,12393.22785
Fragile and conflict affected situations,FCS,1989,301904000000.0,644.1908814
Finland,FIN,1989,119012000000.0,23973.23948
Fiji,FJI,1989,1182686577.0,1632.187846
France,FRA,1989,1025210000000.0,17694.30932
Faroe Islands,FRO,1989,,
"Micronesia, Fed. Sts.",FSM,1989,135200000.0,1437.349833
Gabon,GAB,1989,4186411457.0,4532.151139
United Kingdom,GBR,1989,926885000000.0,16239.2822
Georgia,GEO,1989,,
Ghana,GHA,1989,5251764264.0,365.8896827
Gibraltar,GIB,1989,,
Guinea,GIN,1989,2432029434.0,394.3311424
"Gambia, The",GMB,1989,284119692.5,310.2993373
Guinea-Bissau,GNB,1989,213143016.4,223.4714185
Equatorial Guinea,GNQ,1989,88265974.58,217.0723884
Greece,GRC,1989,79169043223.0,7846.678122
Grenada,GRD,1989,267327642.2,2757.88844
Greenland,GRL,1989,929796722.4,16813.68395
Guatemala,GTM,1989,8410724361.0,955.1134609
Guam,GUM,1989,,
Guyana,GUY,1989,379779389.7,509.3737497
High income,HIC,1989,16894400000000.0,16570.7485
"Hong Kong SAR, China",HKG,1989,68790369107.0,12097.77516
Honduras,HND,1989,5432344902.0,1128.284091
Heavily indebted poor countries (HIPC),HPC,1989,139565000000.0,405.8463631
Croatia,HRV,1989,,
Haiti,HTI,1989,2736243800.0,396.6861392
Hungary,HUN,1989,,
IBRD only,IBD,1989,3105000000000.0,909.2440368
IDA & IBRD total,IBT,1989,3429380000000.0,811.543308
IDA total,IDA,1989,324476000000.0,400.180298
IDA blend,IDB,1989,132645000000.0,489.9744105
Indonesia,IDN,1989,94451427898.0,530.0032545
IDA only,IDX,1989,192067000000.0,355.6096423
Isle of Man,IMN,1989,,
India,IND,1989,296042000000.0,346.1128885
Not classified,INX,1989,,
Ireland,IRL,1989,39238392678.0,11175.8166
"Iran, Islamic Rep.",IRN,1989,120496000000.0,2197.956148
Iraq,IRQ,1989,65831935484.0,3873.619309
Iceland,ISL,1989,5672569449.0,22434.34677
Israel,ISR,1989,,
Italy,ITA,1989,928661000000.0,16386.66221
Jamaica,JAM,1989,4404970059.0,1832.758909
Jordan,JOR,1989,4220945005.0,1241.698005
Japan,JPN,1989,3054910000000.0,24822.77557
Kazakhstan,KAZ,1989,,
Kenya,KEN,1989,8283114648.0,361.1546922
Kyrgyz Republic,KGZ,1989,,
Cambodia,KHM,1989,,
Kiribati,KIR,1989,41119721.65,580.3853498
St. Kitts and Nevis,KNA,1989,192518518.5,4770.741897
"Korea, Rep.",KOR,1989,246927000000.0,5817.029181
Kuwait,KWT,1989,24312117767.0,11617.10646
Latin America & Caribbean (excluding high income),LAC,1989,798246000000.0,2045.602346
Lao PDR,LAO,1989,714046821.1,172.523209
Lebanon,LBN,1989,2717998688.0,996.9046381
Liberia,LBR,1989,,
Libya,LBY,1989,,
St. Lucia,LCA,1989,486666666.7,3584.044619
Latin America & Caribbean,LCN,1989,928604000000.0,2141.077233
Least developed countries: UN classification,LDC,1989,157044000000.0,318.7675288
Low income,LIC,1989,112343000000.0,386.3341251
Liechtenstein,LIE,1989,1120000917.0,39368.72709
Sri Lanka,LKA,1989,6987267684.0,408.4508669
Lower middle income,LMC,1989,972110000000.0,495.6098186
Low & middle income,LMY,1989,3254340000000.0,783.9367908
Lesotho,LSO,1989,495404888.1,297.2612441
Late-demographic dividend,LTE,1989,1824420000000.0,1000.637738
Lithuania,LTU,1989,,
Luxembourg,LUX,1989,10037674038.0,26618.06958
Latvia,LVA,1989,,
"Macao SAR, China",MAC,1989,2705659767.0,8130.402595
St. Martin (French part),MAF,1989,,
Morocco,MAR,1989,26314220188.0,1071.17749
Monaco,MCO,1989,2010116851.0,68583.60405
Moldova,MDA,1989,,
Madagascar,MDG,1989,3175638333.0,281.8117066
Maldives,MDV,1989,189514434.2,875.3472681
Middle East & North Africa,MEA,1989,605931000000.0,2468.619139
Mexico,MEX,1989,221401000000.0,2687.914845
Marshall Islands,MHL,1989,72798000.0,1588.539507
Middle income,MIC,1989,3144260000000.0,814.4725767
North Macedonia,MKD,1989,,
Mali,MLI,1989,2181821906.0,262.967724
Malta,MLT,1989,2118574772.0,6040.609862
Myanmar,MMR,1989,1674823311.0,41.11868748
Middle East & North Africa (excluding high income),MNA,1989,360488000000.0,1650.467364
Montenegro,MNE,1989,,
Mongolia,MNG,1989,3576966800.0,1670.695211
Northern Mariana Islands,MNP,1989,,
Mozambique,MOZ,1989,,
Mauritania,MRT,1989,1450647019.0,731.9468971
Mauritius,MUS,1989,2181930255.0,2075.538168
Malawi,MWI,1989,1590215583.0,175.2194003
Malaysia,MYS,1989,38848567631.0,2216.250446
North America,NAC,1989,6208140000000.0,22644.6565
Namibia,NAM,1989,2535113565.0,1829.07175
New Caledonia,NCL,1989,2185082943.0,13092.32551
Niger,NER,1989,2179567108.0,280.1412999
Nigeria,NGA,1989,44003061108.0,474.2320409
Nicaragua,NIC,1989,1013184746.0,248.149686
Netherlands,NLD,1989,258337000000.0,17397.69168
Norway,NOR,1989,102634000000.0,24281.09614
Nepal,NPL,1989,3525228153.0,191.1208533
Nauru,NRU,1989,,
New Zealand,NZL,1989,43920222525.0,13312.38559
OECD members,OED,1989,16686800000000.0,15203.9809
Oman,OMN,1989,9372171651.0,5382.732526
Other small states,OSS,1989,45483670062.0,2670.560826
Pakistan,PAK,1989,40171018229.0,384.3643055
Panama,PAN,1989,5918469800.0,2446.230921
Peru,PER,1989,22499559086.0,1040.962255
Philippines,PHL,1989,48513735779.0,803.9959945
Palau,PLW,1989,,
Papua New Guinea,PNG,1989,3546460177.0,786.8789271
Poland,POL,1989,,
Pre-demographic dividend,PRE,1989,240125000000.0,595.2278602
Puerto Rico,PRI,1989,28161200000.0,8033.089441
"Korea, Dem. People's Rep.",PRK,1989,,
Portugal,PRT,1989,60594092182.0,6056.381028
Paraguay,PRY,1989,4757732200.0,1156.924625
West Bank and Gaza,PSE,1989,,
Pacific island small states,PSS,1989,2100465736.0,1257.039798
Post-demographic dividend,PST,1989,16370500000000.0,17086.76078
French Polynesia,PYF,1989,2636473758.0,13470.08991
Qatar,QAT,1989,6487912088.0,14052.58982
Romania,ROU,1989,42105263158.0,1817.902101
Russian Federation,RUS,1989,506500000000.0,3428.762207
Rwanda,RWA,1989,2405021933.0,330.4971213
South Asia,SAS,1989,378225000000.0,341.1422924
Saudi Arabia,SAU,1989,95344352822.0,6085.956465
Sudan,SDN,1989,21408111111.0,856.7276001
Senegal,SEN,1989,6366039353.0,871.6409618
Singapore,SGP,1989,30465364739.0,10394.539
Solomon Islands,SLB,1989,172882435.8,570.0573604
Sierra Leone,SLE,1989,932974411.9,219.2946023
El Salvador,SLV,1989,4372215300.0,840.7123359
San Marino,SMR,1989,,
Somalia,SOM,1989,1092392963.0,153.1407104
Serbia,SRB,1989,,
Sub-Saharan Africa (excluding high income),SSA,1989,318059000000.0,642.104208
South Sudan,SSD,1989,,
Sub-Saharan Africa,SSF,1989,318364000000.0,642.6307639
Small states,SST,1989,64542081238.0,2616.270874
Sao Tome and Principe,STP,1989,,
Suriname,SUR,1989,542600000.0,1366.468387
Slovak Republic,SVK,1989,,
Slovenia,SVN,1989,,
Sweden,SWE,1989,217948000000.0,25662.22059
Eswatini,SWZ,1989,696915430.7,872.7829383
Sint Maarten (Dutch part),SXM,1989,,
Seychelles,SYC,1989,304832867.4,4407.20094
Syrian Arab Republic,SYR,1989,18609532294.0,1540.468214
Turks and Caicos Islands,TCA,1989,,
Chad,TCD,1989,1433686310.0,248.3033757
East Asia & Pacific (IDA & IBRD countries),TEA,1989,621594000000.0,398.5467314
Europe & Central Asia (IDA & IBRD countries),TEC,1989,959920000000.0,2259.66895
Togo,TGO,1989,1352949663.0,367.7925841
Thailand,THA,1989,72250877410.0,1295.464722
Tajikistan,TJK,1989,,
Turkmenistan,TKM,1989,3007518797.0,838.7145416
Latin America & the Caribbean (IDA & IBRD countries),TLA,1989,863946000000.0,2063.057144
Timor-Leste,TLS,1989,,
Middle East & North Africa (IDA & IBRD countries),TMN,1989,357271000000.0,1635.735445
Tonga,TON,1989,106344855.0,1121.213468
South Asia (IDA & IBRD),TSA,1989,378225000000.0,341.1422924
Sub-Saharan Africa (IDA & IBRD countries),TSS,1989,318364000000.0,642.6307639
Trinidad and Tobago,TTO,1989,4323058824.0,3564.356935
Tunisia,TUN,1989,10102075213.0,1253.326397
Turkiye,TUR,1989,107143000000.0,2021.85953
Tuvalu,TUV,1989,,
Tanzania,TZA,1989,4420168102.0,186.2186737
Uganda,UGA,1989,5276480986.0,314.7687216
Ukraine,UKR,1989,82709161099.0,1597.534668
Upper middle income,UMC,1989,2170720000000.0,1143.059802
Uruguay,URY,1989,8438951476.0,2732.287535
United States,USA,1989,5641580000000.0,22857.15443
Uzbekistan,UZB,1989,,
St. Vincent and the Grenadines,VCT,1989,214745002.2,2005.631798
"Venezuela, RB",VEN,1989,43526253602.0,2270.957799
British Virgin Islands,VGB,1989,,
Virgin Islands (U.S.),VIR,1989,,
Vietnam,VNM,1989,6293304975.0,94.56473524
Vanuatu,VUT,1989,154013202.1,1078.516272
World,WLD,1989,20194000000000.0,3890.962053
Samoa,WSM,1989,122888609.7,758.8761523
Kosovo,XKX,1989,,
"Yemen, Rep.",YEM,1989,,
South Africa,ZAF,1989,108056000000.0,3007.387561
Zambia,ZMB,1989,3998637681.0,511.3217299
Zimbabwe,ZWE,1989,8286322700.0,816.0767657
Aruba,ABW,1990,764804469.3,12305.38791
Africa Eastern and Southern,AFE,1990,253224000000.0,831.2020193
Afghanistan,AFG,1990,,
Africa Western and Central,AFW,1990,121802000000.0,594.7257168
Angola,AGO,1990,11228764963.0,947.7042621
Albania,ALB,1990,2028553750.0,617.2304355
Andorra,AND,1990,1029048482.0,18878.85231
Arab World,ARB,1990,644069000000.0,2892.697861
United Arab Emirates,ARE,1990,50701443748.0,27729.39059
Argentina,ARG,1990,141352000000.0,4333.483372
Armenia,ARM,1990,2256838858.0,637.8559212
American Samoa,ASM,1990,,
Antigua and Barbuda,ATG,1990,459470370.4,7347.646369
Australia,AUS,1990,311327000000.0,18243.47142
Austria,AUT,1990,166463000000.0,21680.98962
Azerbaijan,AZE,1990,8858006036.0,1234.530889
Burundi,BDI,1990,1132101253.0,208.1466789
Belgium,BEL,1990,205332000000.0,20600.37528
Benin,BEN,1990,1959965244.0,393.686768
Burkina Faso,BFA,1990,3101300642.0,351.9792335
Bangladesh,BGD,1990,31598341233.0,306.2687008
Bulgaria,BGR,1990,20632090909.0,2366.529821
Bahrain,BHR,1990,4229787234.0,8529.052127
"Bahamas, The",BHS,1990,3166000000.0,12356.231
Bosnia and Herzegovina,BIH,1990,,
Belarus,BLR,1990,21650000000.0,2124.767944
Belize,BLZ,1990,412086445.5,2197.161593
Bermuda,BMU,1990,1592400000.0,26841.51974
Bolivia,BOL,1990,4867582598.0,709.0599791
Brazil,BRA,1990,390726000000.0,2622.262881
Barbados,BRB,1990,2012131457.0,7711.295456
Brunei Darussalam,BRN,1990,3520551724.0,13607.89027
Bhutan,BTN,1990,287658184.0,541.9322571
Botswana,BWA,1990,3790567052.0,2945.83204
Central African Republic,CAF,1990,1440711396.0,513.3041877
Canada,CAN,1990,593930000000.0,21448.36196
Central Europe and the Baltics,CEB,1990,256336000000.0,2314.688781
Switzerland,CHE,1990,265987000000.0,39607.81909
Channel Islands,CHI,1990,,
Chile,CHL,1990,33113887819.0,2494.526796
China,CHN,1990,360858000000.0,317.884673
Cote d'Ivoire,CIV,1990,10795850107.0,905.3220195
Cameroon,CMR,1990,12314482085.0,1045.364362
"Congo, Dem. Rep.",COD,1990,9349764580.0,270.1305434
"Congo, Rep.",COG,1990,2798746051.0,1187.549772
Colombia,COL,1990,47844090710.0,1445.32863
Comoros,COM,1990,429622147.7,1043.790659
Cabo Verde,CPV,1990,306891107.3,908.0881284
Costa Rica,CRI,1990,5711687787.0,1831.000151
Caribbean small states,CSS,1990,18011678552.0,2997.319563
Cuba,CUB,1990,28645436569.0,2703.168294
Curacao,CUW,1990,,
Cayman Islands,CYM,1990,,
Cyprus,CYP,1990,5591130218.0,9641.575195
Czech Republic,CZE,1990,40728950705.0,3941.503094
Germany,DEU,1990,1771670000000.0,22303.96133
Djibouti,DJI,1990,452328087.3,766.1474429
Dominica,DMA,1990,201429629.6,2860.322479
Denmark,DNK,1990,138247000000.0,26891.44645
Dominican Republic,DOM,1990,7073675545.0,991.6148411
Algeria,DZA,1990,62048562947.0,2408.822985
East Asia & Pacific (excluding high income),EAP,1990,667364000000.0,415.7504402
Early-demographic dividend,EAR,1990,1856790000000.0,915.1291884
East Asia & Pacific,EAS,1990,4737130000000.0,2599.77012
Europe & Central Asia (excluding high income),ECA,1990,893026000000.0,2472.440511
Europe & Central Asia,ECS,1990,8860890000000.0,10529.40843
Ecuador,ECU,1990,15239278100.0,1489.529946
"Egypt, Arab Rep.",EGY,1990,42978914311.0,765.6420055
Euro area,EMU,1990,5880690000000.0,18893.00803
Eritrea,ERI,1990,,
Spain,ESP,1990,536559000000.0,13804.87679
Estonia,EST,1990,,
Ethiopia,ETH,1990,12175166763.0,254.2432622
European Union,EUU,1990,6498470000000.0,15454.96299
Fragile and conflict affected situations,FCS,1990,481145000000.0,998.1039565
Finland,FIN,1990,141438000000.0,28364.64508
Fiji,FJI,1990,1337024782.0,1835.123058
France,FRA,1990,1269180000000.0,21793.83554
Faroe Islands,FRO,1990,,
"Micronesia, Fed. Sts.",FSM,1990,147200000.0,1528.493105
Gabon,GAB,1990,5952293766.0,6268.918008
United Kingdom,GBR,1990,1093170000000.0,19095.467
Georgia,GEO,1990,7753501868.0,1614.640122
Ghana,GHA,1990,5889174825.0,398.6370811
Gibraltar,GIB,1990,,
Guinea,GIN,1990,2666750686.0,419.8098708
"Gambia, The",GMB,1990,317083373.5,331.8177403
Guinea-Bissau,GNB,1990,243961995.5,250.149442
Equatorial Guinea,GNQ,1990,112119406.5,267.4680729
Greece,GRC,1990,97891092003.0,9600.185235
Grenada,GRD,1990,278098763.0,2886.998204
Greenland,GRL,1990,1018970365.0,18326.80512
Guatemala,GTM,1990,7650125217.0,845.3069621
Guam,GUM,1990,,
Guyana,GUY,1990,396582263.3,533.5383588
High income,HIC,1990,18979300000000.0,18474.33512
"Hong Kong SAR, China",HKG,1990,76928290842.0,13485.54489
Honduras,HND,1990,4923009552.0,993.4832532
Heavily indebted poor countries (HIPC),HPC,1990,161312000000.0,455.6232696
Croatia,HRV,1990,,
Haiti,HTI,1990,3096289800.0,439.944188
Hungary,HUN,1990,,
IBRD only,IBD,1990,3571970000000.0,1028.557363
IDA & IBRD total,IBT,1990,3941510000000.0,915.3181069
IDA total,IDA,1990,369392000000.0,443.2535529
IDA blend,IDB,1990,146299000000.0,525.3175899
Indonesia,IDN,1990,106141000000.0,585.0765628
IDA only,IDX,1990,223490000000.0,402.7811641
Isle of Man,IMN,1990,,
India,IND,1990,320979000000.0,367.5566089
Not classified,INX,1990,,
Ireland,IRL,1990,49305632408.0,14031.30257
"Iran, Islamic Rep.",IRN,1990,124813000000.0,2214.327688
Iraq,IRQ,1990,180408000000.0,10356.90305
Iceland,ISL,1990,6468736356.0,25384.91502
Israel,ISR,1990,,
Italy,ITA,1990,1181220000000.0,20825.78422
Jamaica,JAM,1990,4592224067.0,1897.690884
Jordan,JOR,1990,4160003917.0,1166.61093
Japan,JPN,1990,3132820000000.0,25371.46417
Kazakhstan,KAZ,1990,26932729103.0,1647.463243
Kenya,KEN,1990,8572359163.0,361.3282651
Kyrgyz Republic,KGZ,1990,2675000000.0,609.1728912
Cambodia,KHM,1990,,
Kiribati,KIR,1990,39809538.68,549.9010785
St. Kitts and Nevis,KNA,1990,217259259.3,5396.40485
"Korea, Rep.",KOR,1990,283368000000.0,6610.036508
Kuwait,KWT,1990,18427777778.0,8794.606046
Latin America & Caribbean (excluding high income),LAC,1990,963521000000.0,2423.567441
Lao PDR,LAO,1990,865559856.2,203.2560175
Lebanon,LBN,1990,2838485354.0,1012.648216
Liberia,LBR,1990,,
Libya,LBY,1990,28901836158.0,6514.318567
St. Lucia,LCA,1990,579629629.6,4199.636497
Latin America & Caribbean,LCN,1990,1107680000000.0,2506.886067
Least developed countries: UN classification,LDC,1990,182239000000.0,360.0642001
Low income,LIC,1990,137462000000.0,459.5781703
Liechtenstein,LIE,1990,1421466240.0,49373.61027
Sri Lanka,LKA,1990,8032551173.0,463.6187388
Lower middle income,LMC,1990,1047870000000.0,522.0283167
Low & middle income,LMY,1990,3750940000000.0,886.0990996
Lesotho,LSO,1990,596415104.5,350.0587845
Late-demographic dividend,LTE,1990,1960680000000.0,1060.693417
Lithuania,LTU,1990,,
Luxembourg,LUX,1990,12778792854.0,33465.47821
Latvia,LVA,1990,,
"Macao SAR, China",MAC,1990,3246477995.0,9442.486665
St. Martin (French part),MAF,1990,,
Morocco,MAR,1990,30180108562.0,1206.011841
Monaco,MCO,1990,2481316054.0,84303.87843
Moldova,MDA,1990,,
Madagascar,MDG,1990,3931334871.0,338.9477127
Maldives,MDV,1990,215043969.8,963.6356582
Middle East & North Africa,MEA,1990,800911000000.0,3150.525273
Mexico,MEX,1990,261254000000.0,3112.268595
Marshall Islands,MHL,1990,78476000.0,1660.340633
Middle income,MIC,1990,3617240000000.0,919.4848976
North Macedonia,MKD,1990,4699646643.0,2354.275256
Mali,MLI,1990,2681912149.0,317.3892458
Malta,MLT,1990,2547163582.0,7191.923603
Myanmar,MMR,1990,2036373523.0,49.26489079
Middle East & North Africa (excluding high income),MNA,1990,507140000000.0,2241.412514
Montenegro,MNE,1990,,
Mongolia,MNG,1990,2560785660.0,1172.446287
Northern Mariana Islands,MNP,1990,,
Mozambique,MOZ,1990,,
Mauritania,MRT,1990,1506914408.0,740.7361713
Mauritius,MUS,1990,2653480001.0,2506.179312
Malawi,MWI,1990,1880771556.0,199.9863636
Malaysia,MYS,1990,44024178343.0,2441.741991
North America,NAC,1990,6558670000000.0,23645.61431
Namibia,NAM,1990,2789944498.0,1947.062911
New Caledonia,NCL,1990,2529440424.0,14800.79125
Niger,NER,1990,3512356353.0,437.589995
Nigeria,NGA,1990,54035795388.0,567.528649
Nicaragua,NIC,1990,1009455484.0,241.8764121
Netherlands,NLD,1990,318331000000.0,21290.86038
Norway,NOR,1990,119792000000.0,28242.94374
Nepal,NPL,1990,3627562403.0,191.8788839
Nauru,NRU,1990,,
New Zealand,NZL,1990,45495129385.0,13663.02162
OECD members,OED,1990,18798000000000.0,16978.03
Oman,OMN,1990,11685045514.0,6448.13836
Other small states,OSS,1990,54434615052.0,3122.900951
Pakistan,PAK,1990,40010423970.0,371.6785676
Panama,PAN,1990,6433967000.0,2603.847676
Peru,PER,1990,26410386669.0,1196.586858
Philippines,PHL,1990,50508286642.0,816.0295457
Palau,PLW,1990,,
Papua New Guinea,PNG,1990,3219730365.0,697.5389685
Poland,POL,1990,65977749037.0,1731.209531
Pre-demographic dividend,PRE,1990,393436000000.0,947.9085434
Puerto Rico,PRI,1990,30603919000.0,8652.507492
"Korea, Dem. People's Rep.",PRK,1990,,
Portugal,PRT,1990,78713860217.0,7884.617988
Paraguay,PRY,1990,5812114523.0,1376.165325
West Bank and Gaza,PSE,1990,,
Pacific island small states,PSS,1990,2351583196.0,1387.915789
Post-demographic dividend,PST,1990,18375300000000.0,19058.028
French Polynesia,PYF,1990,3181206211.0,15913.5104
Qatar,QAT,1990,7360439423.0,15454.17967
Romania,ROU,1990,38995454545.0,1680.705623
Russian Federation,RUS,1990,516814000000.0,3492.710205
Rwanda,RWA,1990,2550185618.0,349.8733096
South Asia,SAS,1990,407187000000.0,359.2316694
Saudi Arabia,SAU,1990,117630000000.0,7246.01592
Sudan,SDN,1990,33641222222.0,1312.049316
Senegal,SEN,1990,7390967035.0,982.0178763
Singapore,SGP,1990,36144336769.0,11861.75616
Solomon Islands,SLB,1990,214877638.4,688.9996709
Sierra Leone,SLE,1990,649644826.8,150.3889975
El Salvador,SLV,1990,4817542204.0,914.1317947
San Marino,SMR,1990,,
Somalia,SOM,1990,917044228.0,126.9249732
Serbia,SRB,1990,,
Sub-Saharan Africa (excluding high income),SSA,1990,373621000000.0,733.4786922
South Sudan,SSD,1990,,
Sub-Saharan Africa,SSF,1990,373990000000.0,734.1036423
Small states,SST,1990,74735531054.0,2973.439126
Sao Tome and Principe,STP,1990,,
Suriname,SUR,1990,388400000.0,958.6123321
Slovak Republic,SVK,1990,12747380650.0,2405.53516
Slovenia,SVN,1990,,
Sweden,SWE,1990,261846000000.0,30593.67244
Eswatini,SWZ,1990,1114703088.0,1355.389001
Sint Maarten (Dutch part),SXM,1990,,
Seychelles,SYC,1990,368584758.9,5302.843727
Syrian Arab Republic,SYR,1990,23904498886.0,1920.631225
Turks and Caicos Islands,TCA,1990,,
Chad,TCD,1990,1738605558.0,291.5533573
East Asia & Pacific (IDA & IBRD countries),TEA,1990,666363000000.0,420.452367
Europe & Central Asia (IDA & IBRD countries),TEC,1990,1020120000000.0,2387.464479
Togo,TGO,1990,1628427515.0,431.4503884
Thailand,THA,1990,85343063966.0,1508.94247
Tajikistan,TJK,1990,2631768953.0,498.0815841
Turkmenistan,TKM,1990,3188097768.0,865.3954416
Latin America & the Caribbean (IDA & IBRD countries),TLA,1990,1038070000000.0,2432.331664
Timor-Leste,TLS,1990,,
Middle East & North Africa (IDA & IBRD countries),TMN,1990,502613000000.0,2240.999581
Tonga,TON,1990,113563821.6,1194.541034
South Asia (IDA & IBRD),TSA,1990,407187000000.0,359.2316694
